Stations_ID;Stations_Name;Parameter;Von_Datum;Bis_Datum;Gesamt_Fehlwerte;Beschreibung;eor;                                                                                                              
6258;Friedrichshafen-Unterraderach;WRTR;23.07.2003-03:00;23.07.2003-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.07.2003-00:00;28.07.2003-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.07.2003-00:00;29.07.2003-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;31.07.2003-03:00;31.07.2003-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.08.2003-23:00;18.08.2003-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.08.2003-15:00;29.08.2003-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.09.2003-23:00;11.09.2003-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.09.2003-17:00;11.09.2003-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.09.2003-18:00;13.09.2003-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.09.2003-14:00;14.09.2003-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.10.2003-14:00;03.10.2003-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.10.2003-23:00;04.10.2003-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.10.2003-23:00;05.10.2003-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.10.2003-20:00;06.10.2003-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.10.2003-23:00;07.10.2003-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.10.2003-23:00;08.10.2003-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.10.2003-02:00;08.10.2003-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.10.2003-05:00;08.10.2003-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.10.2003-23:00;09.10.2003-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.10.2003-20:00;20.10.2003-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.10.2003-14:00;29.10.2003-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.11.2003-08:00;02.11.2003-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;18.11.2003-06:00;18.11.2003-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.11.2003-21:00;28.11.2003-00:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.12.2003-02:00;15.12.2003-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.12.2003-05:00;15.12.2003-09:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;19.12.2003-08:00;19.12.2003-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.12.2003-12:00;21.12.2003-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;22.12.2003-23:00;23.12.2003-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.12.2003-15:00;27.12.2003-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.12.2003-18:00;29.12.2003-00:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.01.2004-06:00;02.01.2004-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.01.2004-17:00;04.01.2004-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.01.2004-20:00;04.01.2004-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.01.2004-18:00;05.01.2004-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.01.2004-00:00;11.01.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.01.2004-11:00;11.01.2004-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.01.2004-14:00;11.01.2004-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.01.2004-00:00;15.01.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.01.2004-08:00;17.01.2004-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.01.2004-15:00;17.01.2004-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.01.2004-21:00;25.01.2004-01:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.01.2004-03:00;27.01.2004-06:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.01.2004-20:00;28.01.2004-00:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.02.2004-11:00;03.02.2004-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.02.2004-15:00;07.02.2004-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.02.2004-05:00;08.02.2004-09:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.02.2004-21:00;09.02.2004-00:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.02.2004-00:00;11.02.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.02.2004-02:00;12.02.2004-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.02.2004-21:00;23.02.2004-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.03.2004-00:00;07.03.2004-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.03.2004-06:00;08.03.2004-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.03.2004-18:00;08.03.2004-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.03.2004-02:00;12.03.2004-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.03.2004-03:00;14.03.2004-06:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;19.03.2004-23:00;20.03.2004-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;22.03.2004-00:00;22.03.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;22.03.2004-06:00;22.03.2004-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;25.03.2004-00:00;25.03.2004-06:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.03.2004-05:00;30.03.2004-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.04.2004-05:00;02.04.2004-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.04.2004-15:00;04.04.2004-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.04.2004-18:00;04.04.2004-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.04.2004-23:00;05.04.2004-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.04.2004-11:00;06.04.2004-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.04.2004-00:00;07.04.2004-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.04.2004-02:00;08.04.2004-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.04.2004-05:00;10.04.2004-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.04.2004-14:00;10.04.2004-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.04.2004-00:00;11.04.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.04.2004-05:00;11.04.2004-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.04.2004-18:00;12.04.2004-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;19.04.2004-00:00;19.04.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;19.04.2004-03:00;19.04.2004-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;19.04.2004-14:00;19.04.2004-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.04.2004-00:00;20.04.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.04.2004-00:00;24.04.2004-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.04.2004-20:00;26.04.2004-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.04.2004-11:00;27.04.2004-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.04.2004-15:00;28.04.2004-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.04.2004-21:00;28.04.2004-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.04.2004-23:00;30.04.2004-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.04.2004-21:00;30.04.2004-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.05.2004-00:00;06.05.2004-04:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.05.2004-03:00;07.05.2004-06:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.05.2004-14:00;08.05.2004-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.05.2004-20:00;09.05.2004-00:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.05.2004-17:00;12.05.2004-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.05.2004-08:00;24.05.2004-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;25.05.2004-21:00;25.05.2004-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.05.2004-00:00;28.05.2004-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.05.2004-21:00;28.05.2004-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;31.05.2004-03:00;31.05.2004-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;31.05.2004-23:00;01.06.2004-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;01.06.2004-20:00;01.06.2004-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.06.2004-08:00;02.06.2004-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.06.2004-03:00;03.06.2004-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.06.2004-00:00;05.06.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.06.2004-03:00;12.06.2004-06:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.06.2004-05:00;14.06.2004-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.06.2004-23:00;15.06.2004-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.06.2004-09:00;16.06.2004-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.06.2004-20:00;27.06.2004-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.07.2004-00:00;06.07.2004-04:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.07.2004-09:00;06.07.2004-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;09.07.2004-00:00;09.07.2004-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.07.2004-00:00;13.07.2004-04:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;18.07.2004-21:00;19.07.2004-00:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.07.2004-06:00;23.07.2004-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.07.2004-20:00;24.07.2004-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.08.2004-21:00;17.08.2004-00:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.08.2004-20:00;17.08.2004-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.08.2004-00:00;20.08.2004-07:00;7;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.08.2004-12:00;20.08.2004-15:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.08.2004-20:00;21.08.2004-00:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.08.2004-02:00;21.08.2004-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;25.08.2004-23:00;26.08.2004-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.09.2004-23:00;12.09.2004-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.09.2004-03:00;15.09.2004-06:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;24.09.2004-00:00;24.09.2004-04:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.09.2004-03:00;26.09.2004-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;09.10.2004-00:00;09.10.2004-04:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.10.2004-00:00;10.10.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.10.2004-03:00;16.10.2004-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.10.2004-11:00;16.10.2004-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.10.2004-00:00;20.10.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.10.2004-09:00;21.10.2004-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;25.10.2004-06:00;25.10.2004-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;25.10.2004-23:00;26.10.2004-03:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.10.2004-00:00;27.10.2004-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.10.2004-00:00;29.10.2004-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.11.2004-11:00;05.11.2004-13:00;2;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.11.2004-03:00;07.11.2004-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;08.11.2004-12:00;08.11.2004-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.11.2004-06:00;10.11.2004-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.11.2004-09:00;13.11.2004-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;22.11.2004-21:00;22.11.2004-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.11.2004-12:00;23.11.2004-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.11.2004-23:00;27.11.2004-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;01.12.2004-12:00;01.12.2004-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;26.12.2004-00:00;26.12.2004-06:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.01.2005-00:00;02.01.2005-06:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.01.2005-00:00;03.01.2005-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.01.2005-15:00;05.01.2005-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.01.2005-00:00;06.01.2005-04:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.01.2005-00:00;13.01.2005-06:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.01.2005-05:00;21.01.2005-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.02.2005-03:00;13.02.2005-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.02.2005-06:00;13.02.2005-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.02.2005-03:00;14.02.2005-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.03.2005-00:00;23.03.2005-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.03.2005-03:00;23.03.2005-06:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;25.03.2005-09:00;25.03.2005-12:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.04.2005-20:00;05.04.2005-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.04.2005-21:00;08.04.2005-00:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.04.2005-21:00;17.04.2005-00:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;17.04.2005-21:00;18.04.2005-00:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.04.2005-00:00;21.04.2005-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;09.05.2005-17:00;09.05.2005-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.05.2005-14:00;14.05.2005-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.05.2005-03:00;15.05.2005-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.05.2005-06:00;15.05.2005-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.05.2005-08:00;21.05.2005-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.05.2005-20:00;22.05.2005-00:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.05.2005-20:00;23.05.2005-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.05.2005-02:00;27.05.2005-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.06.2005-09:00;04.06.2005-12:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.06.2005-00:00;07.06.2005-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;13.06.2005-06:00;13.06.2005-09:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.06.2005-21:00;15.06.2005-00:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.06.2005-06:00;15.06.2005-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.06.2005-20:00;29.06.2005-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;01.07.2005-00:00;01.07.2005-06:00;6;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;01.07.2005-12:00;01.07.2005-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.07.2005-06:00;02.07.2005-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.07.2005-00:00;05.07.2005-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.07.2005-20:00;06.07.2005-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;12.07.2005-03:00;12.07.2005-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.07.2005-15:00;16.07.2005-16:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;19.07.2005-00:00;19.07.2005-04:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;30.07.2005-02:00;30.07.2005-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.08.2005-02:00;02.08.2005-06:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;03.08.2005-14:00;03.08.2005-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.08.2005-02:00;20.08.2005-06:00;4;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;27.08.2005-23:00;28.08.2005-00:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.09.2005-03:00;29.09.2005-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.09.2005-17:00;29.09.2005-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;01.10.2005-12:00;01.10.2005-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.10.2005-00:00;02.10.2005-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.10.2005-18:00;04.10.2005-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.10.2005-20:00;05.10.2005-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.11.2005-14:00;05.11.2005-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.12.2005-09:00;04.12.2005-12:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.04.2006-12:00;02.04.2006-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.04.2006-05:00;16.04.2006-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;09.05.2006-00:00;09.05.2006-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.05.2006-14:00;14.05.2006-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.05.2006-08:00;23.05.2006-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.06.2006-00:00;02.06.2006-03:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;04.06.2006-00:00;04.06.2006-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;18.06.2006-00:00;18.06.2006-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.06.2006-02:00;28.06.2006-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.06.2006-21:00;28.06.2006-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.07.2006-20:00;14.07.2006-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;02.08.2006-08:00;02.08.2006-09:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.08.2006-06:00;05.08.2006-09:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;06.08.2006-02:00;06.08.2006-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.08.2006-05:00;07.08.2006-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;14.08.2006-14:00;14.08.2006-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;22.08.2006-02:00;22.08.2006-03:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.08.2006-11:00;28.08.2006-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;19.09.2006-17:00;19.09.2006-18:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.11.2006-12:00;11.11.2006-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;05.12.2006-11:00;05.12.2006-12:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.01.2007-06:00;21.01.2007-07:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;23.01.2007-18:00;23.01.2007-19:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;28.02.2007-03:00;28.02.2007-04:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;10.03.2007-05:00;10.03.2007-06:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.05.2007-12:00;15.05.2007-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.06.2007-21:00;11.06.2007-22:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;20.07.2007-00:00;20.07.2007-01:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;21.07.2007-20:00;21.07.2007-21:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;07.08.2007-12:00;07.08.2007-15:00;3;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;29.08.2007-09:00;29.08.2007-10:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;16.10.2007-14:00;16.10.2007-15:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;11.11.2007-12:00;11.11.2007-13:00;1;;eor;                                                                                                                       
6258;Friedrichshafen-Unterraderach;WRTR;15.11.2007-14:00;15.11.2007-15:00;1;;eor;                                                                                                                       
